under 5,age 5 to 9,age 10 to 14,age 14 to 19,age 20 to 24,age 25 to 24,age 30 to 34,age 35 to 39,age 40 to 44,age 45 to 49,age 50 to 54,age 55 to 59,age 60 to 64,age 65 to 69,age 70 to 74,age 75 to 79,age 80 to 84,age 85 and over,male under 5,male 5 to 9,male 10 to 14,male 15 to 19,male 20 to 24,male 25 to 29,male 30 to 34,male 35 to 39,male 40 to 44,male 45 to 49,male 50 to 54,male 55 to 59,male 60 to 64,male 65 to 69,male 70 to 74,male 75 to 79,male 80 to 84,male 85 and over,female under 5,female 5 to 9,female 10 to 14,female 15 to 19,female 20 to 24,female 25 to 29,female 30 to 34,female 35 to 39,female 40 to 44,female 45 to 49,female 50 to 54,female 55 to 59,female 60 to 64,female 65 to 69,female 70 to 74,female 75 to 79,female 80 to 84,female 85 and over,NYC Total Pop,NYC Male Total Pop,NYC Female Total Pop
534759.00,462190.00,472456.00,443559.00,533162.00,768229.00,724231.00,605391.00,537478.00,525185.00,525954.00,521058.00,473387.00,398033.00,304766.00,219232.00,155084.00,175398.00,273437.00,235327.00,241887.00,223645.00,257167.00,372632.00,356716.00,295112.00,260184.00,252377.00,250611.00,246030.00,216756.00,176878.00,130830.00,90620.00,58955.00,58795.00,261322.00,226863.00,230569.00,219914.00,275995.00,395597.00,367515.00,310279.00,277294.00,272808.00,275343.00,275028.00,256631.00,221155.00,173936.00,128612.00,96129.00,116603.00,8379552.00,3997959.00,4381593.00
